#asicid/I:asicch/I:detid/I:stripid/I:material/I:posx/F:posy/F:posz/F:widthx/F:widthy/F:widthz/F:badch/I:ethre/F:	     
4 34 12 1169 1 0.0 12.375 -16.0 -1 0.25 0.75 0 5.0	3.887e+00 8.718e-01 -1.969e-03 1.114e-05 -1.933e-08 1.060e-11
4 36 12 1170 1 0.0 12.625 -16.0 -1 0.25 0.75 0 5.0	7.883e+00 8.922e-01 -3.958e-03 2.632e-05 -5.264e-08 3.265e-11
4 38 12 1171 1 0.0 12.875 -16.0 -1 0.25 0.75 0 5.0	1.000e+01 7.959e-01 4.611e-04 -2.146e-07 9.531e-11 6.121e-13
4 40 12 1172 1 0.0 13.125 -16.0 -1 0.25 0.75 0 5.0	4.811e+00 9.255e-01 -2.747e-03 1.416e-05 -2.379e-08 1.286e-11
4 42 12 1173 1 0.0 13.375 -16.0 -1 0.25 0.75 0 5.0	3.719e+00 8.450e-01 -1.750e-03 1.063e-05 -1.903e-08 1.069e-11
4 44 12 1174 1 0.0 13.625 -16.0 -1 0.25 0.75 0 5.0	6.364e+00 8.798e-01 -9.380e-04 5.324e-07 -1.142e-09 6.041e-12
4 46 12 1175 1 0.0 13.875 -16.0 -1 0.25 0.75 0 5.0	1.000e+01 7.878e-01 4.758e-04 -1.915e-07 1.041e-10 6.051e-13
4 48 12 1176 1 0.0 14.125 -16.0 -1 0.25 0.75 0 5.0	1.000e+01 7.996e-01 4.614e-04 -2.250e-07 9.676e-11 6.331e-13
4 50 12 1177 1 0.0 14.375 -16.0 -1 0.25 0.75 0 5.0	1.000e+01 7.929e-01 4.876e-04 -1.947e-07 1.004e-10 5.840e-13
4 52 12 1178 1 0.0 14.625 -16.0 -1 0.25 0.75 0 5.0	4.099e+00 8.704e-01 -2.059e-03 1.133e-05 -1.928e-08 1.041e-11
4 54 12 1179 1 0.0 14.875 -16.0 -1 0.25 0.75 0 5.0	3.686e+00 8.472e-01 -1.738e-03 1.008e-05 -1.739e-08 9.423e-12
4 56 12 1180 1 0.0 15.125 -16.0 -1 0.25 0.75 0 5.0	3.733e+00 8.464e-01 -1.753e-03 1.028e-05 -1.796e-08 9.853e-12
4 58 12 1181 1 0.0 15.375 -16.0 -1 0.25 0.75 0 5.0	4.037e+00 8.555e-01 -1.963e-03 1.125e-05 -1.958e-08 1.076e-11
